state/ut,PC,candidate_name,party,evm_votes,postal_votes,migrant_votes,total_votes,percent_votes,rank
Madhya Pradesh,SHAHDOL,NOTA,None of the Above,19995,32,,20027,1.62,5
Madhya Pradesh,SHAHDOL,VIMAL SINGH KORCHE,Gondvana Gantantra Party,16759,30,,16789,1.36,6
Madhya Pradesh,SHAHDOL,KAMLA PRASAD BAIGA,Bhartiya Shakti Chetna Party,11510,4,,11514,0.93,7
Madhya Pradesh,SHAHDOL,MANNA SINGH,Independent,10604,0,,10604,0.86,8
Madhya Pradesh,SHAHDOL,DURGA MOSI,Independent,8025,1,,8026,0.65,9
Madhya Pradesh,SHAHDOL,NARAYAN SINGH UIKE,Independent,7508,1,,7509,0.61,10
Madhya Pradesh,SHAHDOL,JHAMAKLAL,Independent,4941,0,,4941,0.4,11
Madhya Pradesh,SHAHDOL,LAKSHYAPAT SINGH,Peoples Party of India (Democratic),4538,6,,4544,0.37,12
Madhya Pradesh,SHAHDOL,GOKUL SINGH,Independent,3637,0,,3637,0.29,13
Madhya Pradesh,SHAHDOL,MEERA SINGH,Chhattisgarh Vikas Ganga Rashtriya Party,3351,2,,3353,0.27,14
Madhya Pradesh,SIDHI,Riti Pathak,Bharatiya Janata Party,697212,1130,,698342,54.44,1
Madhya Pradesh,SIDHI,Ajay Arjun Singh,Indian National Congress,411282,536,,411818,32.11,2
Madhya Pradesh,SIDHI,Com. Sanjay Namdeo,Communist Party of India,27647,4,,27651,2.16,3
Madhya Pradesh,SIDHI,Ram Lal Panika,Bahujan Samaj Party,26511,29,,26540,2.07,4
Madhya Pradesh,SIDHI,Fatte Bahadur Singh Markam,Gondvana Gantantra Party,17025,7,,17032,1.33,5
Madhya Pradesh,SIDHI,Dileep Kumar Shukla,Independent,15555,0,,15555,1.21,6
Madhya Pradesh,SIDHI,Shyam Lal Vaishya,Bhartiya Shakti Chetna Party,10439,1,,10440,0.81,7
Madhya Pradesh,SIDHI,Dharmendra Singh Baghel,Independent,6856,0,,6856,0.53,8
Madhya Pradesh,SIDHI,Gyani Jaiswal,Saman Aadmi Saman Party,6368,0,,6368,0.5,9
Madhya Pradesh,SIDHI,Ramdas Shah Mulnivasi,Peoples Party of India (Democratic),6181,1,,6182,0.48,10
Madhya Pradesh,SIDHI,"Ramadhar Gupta ""Mai Ke Lal""",Sapaks Party,6097,0,,6097,0.48,11
Madhya Pradesh,SIDHI,NOTA,None of the Above,5618,9,,5627,0.44,12
Madhya Pradesh,SIDHI,Nirmala Dr. H.L. Prajapati,Akhil Bhartiya Gondwana Party,5580,9,,5589,0.44,13
Madhya Pradesh,SIDHI,Rakesh Kumar Patel,Independent,5305,22,,5327,0.42,14
Madhya Pradesh,SIDHI,Ramvishal Pal,Rashtriya Shoshit Samaj Party,5132,3,,5135,0.4,15
Madhya Pradesh,SIDHI,Anup Singh Sengar,Samagra Utthan Party,5058,0,,5058,0.39,16
Madhya Pradesh,SIDHI,Ram Rahees Kol,Communist Party of India (Marxist-Leninist) Red Star,3847,1,,3848,0.3,17
Madhya Pradesh,SIDHI,Lalta Prasad Jayswal,Independent,2846,0,,2846,0.22,18
Madhya Pradesh,SIDHI,Ram Kripal Bashor,Republican Party of India (A),2529,0,,2529,0.2,19
Madhya Pradesh,SIDHI,Ashish Kumar Singh Chauhan,Shivsena,2445,2,,2447,0.19,20
Madhya Pradesh,SIDHI,Ram Kumar Jaysval,Independent,2071,0,,2071,0.16,21
Madhya Pradesh,SIDHI,"Shrawan Kumar Dwivedi ""Samajwadi""",Independent,1968,0,,1968,0.15,22
Madhya Pradesh,SIDHI,Dheerendra Kumar,Independent,1953,3,,1956,0.15,23
Madhya Pradesh,SIDHI,Lalan,Independent,1887,0,,1887,0.15,24
Madhya Pradesh,SIDHI,Ramawatar Vishwakarma,Independent,1348,2,,1350,0.11,25
Madhya Pradesh,SIDHI,Ramraj Yadav,Independent,1120,0,,1120,0.09,26
Madhya Pradesh,SIDHI,Ramsahay Sahu,Independent,1066,0,,1066,0.08,27
Madhya Pradesh,TIKAMGARH,Dr Virendra Kumar,Bharatiya Janata Party,670967,1281,,672248,61.3,1
Madhya Pradesh,TIKAMGARH,Ahirwar Kiran,Indian National Congress,323776,413,,324189,29.56,2
Madhya Pradesh,TIKAMGARH,R.D. Prajapati,Samajwadi Party,42519,66,,42585,3.88,3
Madhya Pradesh,TIKAMGARH,NOTA,None of the Above,10593,6,,10599,0.97,4
Madhya Pradesh,TIKAMGARH,Ahirwar Shripat Shikshak,Poorvanchal Rashtriya Congress,9905,1,,9906,0.9,5
Madhya Pradesh,TIKAMGARH,Shobha Valmiki,Independent,7934,1,,7935,0.72,6
Madhya Pradesh,TIKAMGARH,Suresh Kori,Independent,7370,1,,7371,0.67,7
Madhya Pradesh,TIKAMGARH,R.B. Prajapati Advocate,Independent,5938,0,,5938,0.54,8
Madhya Pradesh,TIKAMGARH,Pramod Prajapati,Independent,3171,0,,3171,0.29,9
Madhya Pradesh,TIKAMGARH,N.R. Prajapati,Adarsh Nyay Rakshak Party,2359,1,,2360,0.22,10
Madhya Pradesh,TIKAMGARH,"Shriram Nagar ""Shikshak""",Sapaks Party,2223,2,,2225,0.2,11
Madhya Pradesh,TIKAMGARH,Jitendra Banshkar,Independent,2185,1,,2186,0.2,12
Madhya Pradesh,TIKAMGARH,Surjeet Chadar,Bhartiya Shakti Chetna Party,2099,1,,2100,0.19,13
Madhya Pradesh,TIKAMGARH,"Kamta Prasad Kori ""K.P.""",Pragatishil Samajwadi Party (Lohia),2067,1,,2068,0.19,14
Madhya Pradesh,TIKAMGARH,Narayan Das Jatav,Madhya Pradesh Jan Vikas Party,1829,2,,1831,0.17,15
Madhya Pradesh,UJJAIN,ANIL FIROJIYA,Bharatiya Janata Party,790207,1456,,791663,63.21,1
Madhya Pradesh,UJJAIN,BABULAL MALVIYA,Indian National Congress,425509,517,,426026,34.01,2
Madhya Pradesh,UJJAIN,SATISH PARMAR,Bahujan Samaj Party,10652,46,,10698,0.85,3
Madhya Pradesh,UJJAIN,NOTA,None of the Above,10188,9,,10197,0.81,4
Madhya Pradesh,UJJAIN,AMBARAM PARMAR CHANDRAVANSHI,Independent,4873,4,,4877,0.39,5
Madhya Pradesh,UJJAIN,DR. SAGAR SOLANKI,Independent,3337,3,,3340,0.27,6
Madhya Pradesh,UJJAIN,BANESINGH PARMAR,Independent,1798,1,,1799,0.14,7
Madhya Pradesh,UJJAIN,MAHESH MARMAT,Shivsena,1527,6,,1533,0.12,8
Madhya Pradesh,UJJAIN,TILAKRAJ AHIRWAR,Independent,1437,1,,1438,0.11,9
Madhya Pradesh,UJJAIN,RAMCHANDRA PARMAR,Bahujan Mukti Party,937,3,,940,0.08,10
Madhya Pradesh,VIDISHA,Ramakant Bhargava,Bharatiya Janata Party,850443,2579,,853022,68.23,1
Madhya Pradesh,VIDISHA,Shailendra Rameshchandra Patel,Indian National Congress,348815,1123,,349938,27.99,2
Madhya Pradesh,VIDISHA,Geetawali Er. P.S. Ahirwar,Bahujan Samaj Party,14319,90,,14409,1.15,3
Madhya Pradesh,VIDISHA,NOTA,None of the Above,8591,28,,8619,0.69,4
Madhya Pradesh,VIDISHA,Sudhir Kumar,Independent,5101,1,,5102,0.41,5
Madhya Pradesh,VIDISHA,Madan Lal Bhadoriya,Prajatantrik Samadhan Party,4609,3,,4612,0.37,6
Madhya Pradesh,VIDISHA,Shailendra Patel,Independent,3897,1,,3898,0.31,7
Madhya Pradesh,VIDISHA,Vivek Kumar,Independent,2681,3,,2684,0.21,8
Madhya Pradesh,VIDISHA,Devendra Singh Chouhan,Independent,2633,1,,2634,0.21,9
Madhya Pradesh,VIDISHA,Mahant Pratap Giri,Independent,1258,2,,1260,0.1,10
Madhya Pradesh,VIDISHA,Naveen Jatav,Independent,1185,2,,1187,0.09,11
Madhya Pradesh,VIDISHA,"Mohd. Talat Khan ""Talat""",Independent,1086,0,,1086,0.09,12
Madhya Pradesh,VIDISHA,Ramkrishna Surywanshi,Bahujan Mukti Party,999,1,,1000,0.08,13
Madhya Pradesh,VIDISHA,Anil Malviya Patrakar,Independent,792,1,,793,0.06,14
Maharashtra,Ahmadnagar,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,Bharatiya Janata Party,696961,7699,,704660,58.54,1
Maharashtra,Ahmadnagar,SANGRAM ARUNKAKA JAGTAP,Nationalist Congress Party,419364,3822,,423186,35.15,2
Maharashtra,Ahmadnagar,SUDHAKAR LAXMAN AVHAD,Vanchit Bahujan Aaghadi,31644,163,,31807,2.64,3
Maharashtra,Ahmadnagar,WAKALE NAMDEO ARJUN,Bahujan Samaj Party,6654,38,,6692,0.56,4
Maharashtra,Ahmadnagar,NOTA,None of the Above,4016,56,,4072,0.34,5
Maharashtra,Ahmadnagar,SAINATH BHAUSAHEB GHORPADE,Independent,3981,5,,3986,0.33,6
Maharashtra,Ahmadnagar,Er. SANJIV BABANRAO BHOR,Independent,3793,45,,3838,0.32,7
Maharashtra,Ahmadnagar,SANDIP LAXMAN SAKAT,Independent,3740,5,,3745,0.31,8
Maharashtra,Ahmadnagar,KALIRAM BAHIRU POPALGHAT,Bhartiya Navjawan Sena (Paksha),3183,9,,3192,0.27,9
Maharashtra,Ahmadnagar,SUPEKAR DNYANDEO NARHARI,Independent,2764,3,,2767,0.23,10
Maharashtra,Ahmadnagar,FARUKH ISMAIL SHAIKH,Bharatiya Praja Surajya Paksha,2499,3,,2502,0.21,11
Maharashtra,Ahmadnagar,SHAIKH AABID HUSSAIN MOHAMMAD HANIF,Independent,2484,4,,2488,0.21,12
Maharashtra,Ahmadnagar,SHRIDHAR JAKHUJI DAREKAR,Independent,2346,3,,2349,0.2,13
Maharashtra,Ahmadnagar,SANJAY DAGDU SAWANT,Bahujan Mukti Party,1491,16,,1507,0.13,14
Maharashtra,Ahmadnagar,DHIRAJ MOTILAL BATADE,Right to Recall Party,1489,3,,1492,0.12,15
Maharashtra,Ahmadnagar,KAMAL DASHRATH SAWANT,Independent,1315,2,,1317,0.11,16
Maharashtra,Ahmadnagar,RAMNATH GAHININATH GOLHAR,Independent,1267,1,,1268,0.11,17
Maharashtra,Ahmadnagar,BHASKAR FAKIRA PATOLE,Independent,1242,0,,1242,0.1,18
Maharashtra,Ahmadnagar,DATTATRAY APPA WAGHMODE,Independent,963,8,,971,0.08,19
Maharashtra,Ahmadnagar,APPASAHEB NAVNATH PALVE,Independent,709,7,,716,0.06,20
Maharashtra,Akola,Dhotre Sanjay Shamrao,Bharatiya Janata Party,552898,1546,,554444,49.53,1
Maharashtra,Akola,Ambedkar (Adv) Prakash Yashwant,Vanchit Bahujan Aaghadi,278241,607,,278848,24.91,2
Maharashtra,Akola,Hidayatullah Barakatullah Patel,Indian National Congress,254094,276,,254370,22.72,3
Maharashtra,Akola,NOTA,None of the Above,8844,22,,8866,0.79,4
Maharashtra,Akola,Bhai B.C.Kamble,Bahujan Samaj Party,7736,44,,7780,0.69,5
Maharashtra,Akola,Mrs. Pravina Laxmanrao Bhatkar,Bahujan Mukti Party,3579,4,,3583,0.32,6
Maharashtra,Akola,Arun Kankar Wankhede,Peoples Party of India (Democratic),3038,10,,3048,0.27,7
Maharashtra,Akola,Sachin Ganpatlal Sharma,Independent,2575,2,,2577,0.23,8
Maharashtra,Akola,Murlidhar Lalsing Pawar,Independent,2134,7,,2141,0.19,9
Maharashtra,Akola,Arun Manohar Thakare,Independent,1528,12,,1540,0.14,10
Maharashtra,Akola,Social Worker Gajanan Onkar Harne (Anna),Independent,1272,6,,1278,0.11,11
Maharashtra,Akola,Pravin Chandrakant Kaurpuriya,Independent,963,2,,965,0.09,12
Maharashtra,Amravati,Navnit Ravi Rana,Independent,507844,3103,,510947,45.93,1
Maharashtra,Amravati,Adsul Anandrao Vithoba,Shivsena,470549,3447,,473996,42.61,2
Maharashtra,Amravati,Gunwant Deopare,Vanchit Bahujan Aaghadi,64585,550,,65135,5.86,3
Maharashtra,Amravati,Arun Motiramji Wankhade,Bahujan Samaj Party,12232,104,,12336,1.11,4
Maharashtra,Amravati,Vijay Yashwant Vilhekar,Independent,10550,15,,10565,0.95,5
Maharashtra,Amravati,Minakshi Someshwar Kurwade,Independent,6600,2,,6602,0.59,6
Maharashtra,Amravati,NOTA,None of the Above,5200,122,,5322,0.48,7
Maharashtra,Amravati,Ambadas Shamrao Wankhade,Independent,4750,4,,4754,0.43,8
Maharashtra,Amravati,Raju Bakshi Jamnekar,Independent,3555,1,,3556,0.32,9
Maharashtra,Amravati,Pankaj Liladhar Meshram,Independent,2354,1,,2355,0.21,10
Maharashtra,Amravati,Pravin Mahadeo Sarode,Independent,1731,5,,1736,0.16,11
Maharashtra,Amravati,Narendra Babulal Kathane,Rashtriya Jansurajya Party,1644,10,,1654,0.15,12
Maharashtra,Amravati,Athawale Sanjay Hiramanji,Bahujan Maha Party,1505,17,,1522,0.14,13
Maharashtra,Amravati,Panchshila Vijay Mohod,Bahujan Mukti Party,1488,11,,1499,0.13,14
Maharashtra,Amravati,Nilesh Anandrao Patil,Ambedkarite Party of India,1224,5,,1229,0.11,15
Maharashtra,Amravati,Gade Vinod Milind,Ambedkarist Republican Party,1198,13,,1211,0.11,16
Maharashtra,Amravati,Pramod Laxman Meshram,Independent,1086,4,,1090,0.1,17
Maharashtra,Amravati,Anil Namdeorao Jamnekar,Independent,1079,9,,1088,0.1,18
Maharashtra,Amravati,Shrikant Ulhasrao Raibole,Independent,1007,0,,1007,0.09,19
Maharashtra,Amravati,Nilima Nitin Bhatkar,Peoples Party of India (Democratic),979,12,,991,0.09,20
Maharashtra,Amravati,Vilas Sheshrao Thorat,Independent,950,0,,950,0.09,21
Maharashtra,Amravati,Raju Mahadeorao Sonone,Independent,899,2,,901,0.08,22
Maharashtra,Amravati,Rahulbhau Laxmanrao Mohod,Independent,774,0,,774,0.07,23
Maharashtra,Amravati,Dnyaneshwar Kashirao Mankar,Independent,675,1,,676,0.06,24
Maharashtra,Amravati,Raju Shamraoji Mankar,Independent,489,0,,489,0.04,25
Maharashtra,Aurangabad,Imtiaz Jaleel Syed,All India Majlis-E-Ittehadul Muslimeen,388784,258,,389042,32.47,1
Maharashtra,Aurangabad,Chandrakant Khaire,Shivsena,383759,791,,384550,32.09,2
Maharashtra,Aurangabad,Harshwardhandada Raibhanji Jadhav,Independent,283237,561,,283798,23.68,3
Maharashtra,Aurangabad,Zambad Subhash Manakchand,Indian National Congress,91688,101,,91789,7.66,4
Maharashtra,Aurangabad,Khan Aejaz Ahemad,Independent,5042,1,,5043,0.42,5
Maharashtra,Aurangabad,NOTA,None of the Above,4919,10,,4929,0.41,6
Maharashtra,Aurangabad,Jaya Balu Rajkundal,Bahujan Samaj Party,4793,28,,4821,0.4,7
Maharashtra,Aurangabad,Mohsin Sir Nasim Bhai,Navbharat Nirman Party,4590,0,,4590,0.38,8
Maharashtra,Aurangabad,Jagan Baburao Salve,Independent,3216,0,,3216,0.27,9
Maharashtra,Aurangabad,Mohammad Jaqeer Abdul Qadar,Bharat Prabhat Party,3194,4,,3198,0.27,10
Maharashtra,Aurangabad,Arvind Kisanrao Kamble,Bahujan Republican  Socialist Party,2775,4,,2779,0.23,11
Maharashtra,Aurangabad,Sangita Kalyanrao Nirmal,Independent,2213,1,,2214,0.18,12
Maharashtra,Aurangabad,Uttam Dhanu Rathod,Aasra Lokmanch Party,2212,1,,2213,0.18,13
Maharashtra,Aurangabad,Subhash Kisanrao Patil,"Maharashtra Swabhimaan Paksh,",1874,4,,1878,0.16,14
Maharashtra,Aurangabad,Shaikh Khaja Shaikh Kasim Kismatwala,Independent,1869,0,,1869,0.16,15
Maharashtra,Aurangabad,Agrawal Kunjbihari Jugalkishor,Pragatishil Samajwadi Party (Lohia),1811,1,,1812,0.15,16
Maharashtra,Aurangabad,Tribhuvan Madhukar Padmakar,Independent,1731,1,,1732,0.14,17
Maharashtra,Aurangabad,Dipali Lalaji Misal,Bahujan Mukti Party,1663,3,,1666,0.14,18
Maharashtra,Aurangabad,Habib Gayas Shaikh,Ambedkar National Congress,1503,0,,1503,0.13,19
Maharashtra,Aurangabad,Kurangal Sanjay Baburao,Independent,1351,1,,1352,0.11,20
Maharashtra,Aurangabad,M. B. Magare,Peoples Party of India (Democratic),1226,2,,1228,0.1,21
Maharashtra,Aurangabad,Nadim Rana,Bahujan Maha Party,1210,0,,1210,0.1,22
Maharashtra,Aurangabad,Ravindra Bhanudas Kale,Independent,922,0,,922,0.08,23
Maharashtra,Aurangabad,Fulare Suresh Asaram,Independent,867,0,,867,0.07,24
Maharashtra,Baramati,Supriya Sule,Nationalist Congress Party,683705,3009,,686714,52.63,1
Maharashtra,Baramati,Kanchan Rahul Kool,Bharatiya Janata Party,528711,2229,,530940,40.69,2
Maharashtra,Baramati,Padalkar Navanath,Vanchit Bahujan Aaghadi,43953,181,,44134,3.38,3
Maharashtra,Baramati,NOTA,None of the Above,7846,22,,7868,0.6,4
Maharashtra,Baramati,Adv.Mangesh Nilkanth Vanshiv,Bahujan Samaj Party,6867,15,,6882,0.53,5
Maharashtra,Baramati,Shivaji (Nana) Rambhau Nandkhile,Independent,4405,0,,4405,0.34,6
Maharashtra,Baramati,Sanjay Shinde,Bahujan Mukti Party,4330,15,,4345,0.33,7
Maharashtra,Baramati,Dashrath Nana Raut,Bharatiya Praja Surajya Paksha,3817,5,,3822,0.29,8
Maharashtra,Baramati,Sureshdada Baburao Veer,Independent,3284,0,,3284,0.25,9
Maharashtra,Baramati,Ulhas(Nanasaheb) Mugutrao Chormale,Independent,1992,1,,1993,0.15,10
Maharashtra,Baramati,Deepak Shantaram Watvisave,Independent,1871,0,,1871,0.14,11
Maharashtra,Baramati,Vijaynath Ramachandra Chandere,Independent,1721,0,,1721,0.13,12
Maharashtra,Baramati,Vishvanath Sitaram Gargade,Independent,1157,1,,1158,0.09,13
Maharashtra,Baramati,Adv.Girish Madan Patil,Independent,1087,0,,1087,0.08,14
Maharashtra,Baramati,Dr. Balasaheb Arjun Pol,Independent,1001,2,,1003,0.08,15
Maharashtra,Baramati,Hemant Baburao Kolekar Patil,Independent,951,0,,951,0.07,16
Maharashtra,Baramati,Yuvraj Bhujbal,Jan Adhikar Party,903,5,,908,0.07,17
Maharashtra,Baramati,Alankruta Abhijeet Awade-Bichukale,Independent,844,0,,844,0.06,18
Maharashtra,Baramati,Savita Bhimrao Kadale,Hindustan Janta Party,797,1,,798,0.06,19
Maharashtra,Beed,Pritam Gopinathrao Munde,Bharatiya Janata Party,675841,2334,,678175,50.15,1
Maharashtra,Beed,Bajrang Manohar Sonwane,Nationalist Congress Party,509108,699,,509807,37.7,2
Maharashtra,Beed,Pro. Vishnu Jadhav,Vanchit Bahujan Aaghadi,91972,167,,92139,6.81,3
Maharashtra,Beed,Chavhan Sampat Ramsing,Independent,16778,14,,16792,1.24,4
Maharashtra,Beed,Mujib Naimuddin Inamdar,Independent,6152,0,,6152,0.45,5
Maharashtra,Beed,Rajeshkumar Annasaheb Bhadagale,Independent,3895,2,,3897,0.29,6
Maharashtra,Beed,Jagtap Nilesh Murlidhar,Independent,3485,0,,3485,0.26,7
Maharashtra,Beed,Vijay Rangnath Salve,Independent,3456,1,,3457,0.26,8
Maharashtra,Beed,Ashok Bhagoji Thorat,Hum Bhartiya Party,3347,4,,3351,0.25,9
Maharashtra,Beed,Ganesh Navnathrao Karande,Maharashtra Kranti Sena,2757,4,,2761,0.2,10
Maharashtra,Beed,NOTA,None of the Above,2490,10,,2500,0.18,11
Maharashtra,Beed,Kalyan Bhanudas Gurav,Bharatiya Praja Surajya Paksha,2083,3,,2086,0.15,12
Maharashtra,Beed,Shaikh Yashid Shaikh Tayyab,Independent,2052,0,,2052,0.15,13
Maharashtra,Beed,Shivaji Narayanrao Kavthekar,Independent,1989,1,,1990,0.15,14
Maharashtra,Beed,Adv. Sharad Bahinaji Kamble,Independent,1926,1,,1927,0.14,15
Maharashtra,Beed,Veer Shesherao Chokhoba,Independent,1713,2,,1715,0.13,16
Maharashtra,Beed,Shinde Chandraparkash Ganpatrao,Ambedkarite Party of India,1580,2,,1582,0.12,17
Maharashtra,Beed,Kalidas Pandharinath Apet,Independent,1549,1,,1550,0.11,18
Maharashtra,Beed,Jamir Bashir Shaikh,Independent,1508,1,,1509,0.11,19
Maharashtra,Beed,Bajarang Digambar Sonawane,Independent,1379,0,,1379,0.1,20
Maharashtra,Beed,Khan Majahar Habib,Independent,1339,0,,1339,0.1,21
Maharashtra,Beed,Patil Yashashri Pramod,Independent,1329,5,,1334,0.1,22
Maharashtra,Beed,Shaikh Sadek Shaikh Ibrahim,Independent,1322,1,,1323,0.1,23
Maharashtra,Beed,Ramesh Ramkisan Gavhane,Dalit Soshit Pichhara Varg  Adhikar Dal,1234,4,,1238,0.09,24
Maharashtra,Beed,Sayyad Mujammil Sayyad Jamil,Samajwadi Party,1224,1,,1225,0.09,25
Maharashtra,Beed,Galeb khan Jabbar khan Pathan,Independent,1209,0,,1209,0.09,26
Maharashtra,Beed,Kolekar Ganesh Bhausaheb,Independent,823,1,,824,0.06,27
Maharashtra,Beed,Anwar Khan Mirza Khan,Independent,788,0,,788,0.06,28
Maharashtra,Beed,Jubair Munshi Qureshi,Independent,778,0,,778,0.06,29
Maharashtra,Beed,Sadek Muniroddin Shaikh,Bahujan Republican  Socialist Party,675,2,,677,0.05,30
Maharashtra,Beed,Pathan Sarfaraj khan Mehtab khan,Independent,633,0,,633,0.05,31
Maharashtra,Beed,Pathan Musakhan Yunus khan,Independent,585,0,,585,0.04,32
Maharashtra,Beed,Sajan Raees Choudhari,Independent,477,0,,477,0.04,33
Maharashtra,Beed,Pandit Damodhar Khande,Independent,466,0,,466,0.03,34
Maharashtra,Beed,Nisar Ahmed,Independent,412,0,,412,0.03,35
Maharashtra,Beed,Tukaram Vyankati Chate,Independent,398,1,,399,0.03,36
Maharashtra,Beed,Sayyad Minhaj,Independent,386,0,,386,0.03,37
Maharashtra,Bhandara-gondiya,Sunil Baburao Mendhe,Bharatiya Janata Party,646152,4091,,650243,52.23,1
Maharashtra,Bhandara-gondiya,Panchabudhe Nana Jairam,Nationalist Congress Party,448285,4564,,452849,36.38,2
Maharashtra,Bhandara-gondiya,Dr. Vijaya Rajesh Nandurkar,Bahujan Samaj Party,52433,226,,52659,4.23,3
Maharashtra,Bhandara-gondiya,K. N. Nanhe,Vanchit Bahujan Aaghadi,45587,255,,45842,3.68,4
Maharashtra,Bhandara-gondiya,Patle Rajendra Sahasram,Independent,13079,66,,13145,1.06,5
Maharashtra,Bhandara-gondiya,NOTA,None of the Above,10412,112,,10524,0.85,6
Maharashtra,Bhandara-gondiya,Suhas Anil Funde,Independent,6980,3,,6983,0.56,7
Maharashtra,Bhandara-gondiya,Sumit Vijay Pande,Independent,3028,3,,3031,0.24,8
Maharashtra,Bhandara-gondiya,Adv. Jaiswal Virendrakumar Kasturchand,Independent,2690,9,,2699,0.22,9
Maharashtra,Bhandara-gondiya,Devidas Santuji Lanjewar,Independent,1542,7,,1549,0.12,10
Maharashtra,Bhandara-gondiya,Dr. Sunil Sampat Chawale,Independent,1504,3,,1507,0.12,11
Maharashtra,Bhandara-gondiya,B. D. Borkar,Peoples Party of India (Democratic),1462,6,,1468,0.12,12
Maharashtra,Bhandara-gondiya,Gajbhiye Pramod Hiraman,Independent,978,2,,980,0.08,13
Maharashtra,Bhandara-gondiya,Maraskolhe Bhojraj Isulal,Bhartiya Shakti Chetna Party,882,23,,905,0.07,14
Maharashtra,Bhandara-gondiya,Kalchuri Nilesh Paransingh,Independent,546,1,,547,0.04,15
Maharashtra,Bhiwandi,KAPIL MORESHWAR PATIL,Bharatiya Janata Party,522032,1551,,523583,52.09,1
Maharashtra,Bhiwandi,TAWARE SURESH KASHINATH,Indian National Congress,366671,583,,367254,36.54,2
Maharashtra,Bhiwandi,PROF. (DR.) ARUN SAVANT,Vanchit Bahujan Aaghadi,51259,196,,51455,5.12,3
Maharashtra,Bhiwandi,NITESH RAGHUNATH JADHAV,Independent,20675,22,,20697,2.06,4
Maharashtra,Bhiwandi,NOTA,None of the Above,16355,42,,16397,1.63,5
Maharashtra,Bhiwandi,DEEPAK PANDHARINATH KHAMBEKAR,Independent,3577,0,,3577,0.36,6
Maharashtra,Bhiwandi,SUHAS DHANANJAY BONDE,Independent,3384,1,,3385,0.34,7
Maharashtra,Bhiwandi,ANSARI MUMTAZ ABDULSATTAR,Bahujan Republican  Socialist Party,3240,0,,3240,0.32,8
Maharashtra,Bhiwandi,BALARAM VITTHAL MHATRE,Independent,2962,0,,2962,0.29,9
Maharashtra,Bhiwandi,DR. NOORUDDIN NIZAM ANSARI,Samajwadi Party,2754,2,,2756,0.27,10
Maharashtra,Bhiwandi,SANJAY GANAPAT WAGH,Bhartiya Tribal Party,2362,7,,2369,0.24,11
Maharashtra,Bhiwandi,KAPIL JAYHIND PATIL,Independent,2055,3,,2058,0.2,12
Maharashtra,Bhiwandi,ENGINEER NAVID BETAB,Independent,1806,0,,1806,0.18,13
Maharashtra,Bhiwandi,FEROZ ABDURRAHIM SHAIKH,Jan Adhikar Party,1398,0,,1398,0.14,14
Maharashtra,Bhiwandi,KAPIL YASHWANT DHAMANE,Independent,1333,2,,1335,0.13,15
Maharashtra,Bhiwandi,KISHOR RAMBHAUJI KINKAR,Bharat Prabhat Party,900,0,,900,0.09,16
Maharashtra,Buldhana,Jadhav Prataprao Ganpatrao,Shivsena,520537,1440,,521977,46.59,1
Maharashtra,Buldhana,Dr. Rajendra Bhaskarrav Shingne,Nationalist Congress Party,388293,397,,388690,34.69,2
Maharashtra,Buldhana,Siraskar Baliram Bhagwan,Vanchit Bahujan Aaghadi,172306,321,,172627,15.41,3
Maharashtra,Buldhana,NOTA,None of the Above,7666,15,,7681,0.69,4
Maharashtra,Buldhana,Abdul Hafeez Abdul Aziz,Bahujan Samaj Party,6503,62,,6565,0.59,5
Maharashtra,Buldhana,Pratap Pandharinath Patil,Bahujan Mukti Party,4289,18,,4307,0.38,6
Maharashtra,Buldhana,Dinkar Tukaram Sambare,Independent,4160,2,,4162,0.37,7
Maharashtra,Buldhana,Bhai Vikas Prakash Nandve,Independent,4112,5,,4117,0.37,8
Maharashtra,Buldhana,Vijay Banwarilalji Masani,Independent,2974,2,,2976,0.27,9
Maharashtra,Buldhana,Pravin Shriram More,Independent,2236,9,,2245,0.2,10
Maharashtra,Buldhana,Ananta Datta Puri,Independent,1888,7,,1895,0.17,11
Maharashtra,Buldhana,Wamanrao Ganpatrao Akhare,Independent,1849,4,,1853,0.17,12
Maharashtra,Buldhana,Gajanan Uttam Shantabai,Independent,1256,8,,1264,0.11,13
Maharashtra,Chandrapur,Balubhau alias Suresh Narayan Dhanorkar,Indian National Congress,557550,1957,,559507,45.18,1
Maharashtra,Chandrapur,Ahir Hansraj Gangaram,Bharatiya Janata Party,512728,2016,,514744,41.56,2
Maharashtra,Chandrapur,Adv. Rajendra Shriramji Mahadole,Vanchit Bahujan Aaghadi,111547,532,,112079,9.05,3
Maharashtra,Chandrapur,Sushil Segoji Wasnik,Bahujan Samaj Party,11770,40,,11810,0.95,4
Maharashtra,Chandrapur,NOTA,None of the Above,11311,66,,11377,0.92,5
Maharashtra,Chandrapur,Namdo Keshao Kinake,Independent,5632,7,,5639,0.46,6
Maharashtra,Chandrapur,Nitesh Anandrao Dongre,Ambedkarite Party of India,4694,7,,4701,0.38,7
Maharashtra,Chandrapur,Rajendra Krishnarao Hajare,Independent,4504,1,,4505,0.36,8
Maharashtra,Chandrapur,Madavi Dashrath Pandurang,Bahujan Republican  Socialist Party,3075,28,,3103,0.25,9
Maharashtra,Chandrapur,Shedmake Namdeo Manikrao,Gondvana Gantantra Party,3057,14,,3071,0.25,10
